clay_pct,confidence,country,decision_source,field_hectares_for_land_estimate,frost_risk,hard_violations,humidity_pct,land_buyout_eur_per_ha,land_buyout_field_eur,land_monthly_rent_eur,land_price_matched_region,land_value_data_year,lat,llm_rating,llm_reasoning,llm_score,lon,mean_temp_c,missing_features,nuts_region,open_meteo_history_comparison_lines,open_meteo_history_end_date,open_meteo_history_endpoint,open_meteo_history_error,open_meteo_history_features,open_meteo_history_ok,open_meteo_history_start_date,open_meteo_history_validation_text,open_meteo_history_vs_run_grade,point_id,rainfall_mm,risk_index,risk_level,risk_summary,rules_reasoning,score,score_band,soil_error,soil_ok,soil_organic_carbon_gkg,soil_ph,temp_std_c,weather_error,weather_ok,weather_stress_ratio,wind_speed_10m_kmh
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",72.75,14312.0,143120.0,7156.0,Greece,2024,37.669494,,,,22.251409,7.713,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P005,222.65,0.142,low,balanced climate and stress indicators,,62.358,good,,True,10.208,7.53,3.573,,True,0.0,7.271
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",72.763,14312.0,143120.0,7156.0,Greece,2024,36.939395,,,,22.781819,12.12,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P006,193.815,0.146,low,balanced climate and stress indicators,,62.351,good,,True,10.208,7.53,3.257,,True,0.0,8.125
29.4,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",74.425,14312.0,143120.0,7156.0,Greece,2024,39.844627,,,,22.24175,10.821,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P002,332.88,0.125,low,balanced climate and stress indicators,,61.499,good,,True,9.628,7.45,3.914,,True,0.0,4.396
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",75.75,14312.0,143120.0,7156.0,Greece,2024,38.46925,,,,22.191646,10.07,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P015,976.74,0.14,low,balanced climate and stress indicators,,60.82,good,,True,10.208,7.53,3.179,,True,0.0,6.983
28.4,0.817,Greece,rules,10.0,0.0,"[""rainfall_mm""]",62.304,14312.0,143120.0,7156.0,Greece,2024,40.78331,,,,22.618628,12.391,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P019,1975.745,0.151,low,balanced climate and stress indicators,,57.78,fair,,True,6.612,7.03,4.5,,True,0.0,8.867
29.4,0.747,Greece,rules,10.0,0.0,"[""mean_temp_c"", ""rainfall_mm""]",62.908,14312.0,143120.0,7156.0,Greece,2024,39.953816,,,,22.508598,7.186,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P011,2290.74,0.132,low,balanced climate and stress indicators,,49.562,fair,,True,6.786,7.08,3.796,,True,0.0,5.529
23.7,0.747,Greece,rules,10.0,0.013,"[""mean_temp_c"", ""rainfall_mm""]",67.796,14312.0,143120.0,7156.0,Greece,2024,40.853574,,,,21.558954,7.339,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P014,2006.77,0.141,low,balanced climate and stress indicators,,49.562,fair,,True,7.54,7.41,4.616,,True,0.0,6.292
28.4,0.747,Greece,rules,10.0,0.1,"[""mean_temp_c"", ""rainfall_mm""]",60.421,14312.0,143120.0,7156.0,Greece,2024,41.033686,,,,21.923978,5.545,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P016,2441.485,0.187,low,balanced climate and stress indicators,,49.562,fair,,True,6.612,7.03,4.426,,True,0.0,7.812
28.1,0.747,Greece,rules,10.0,0.0,"[""mean_temp_c"", ""rainfall_mm""]",78.479,14312.0,143120.0,7156.0,Greece,2024,37.377784,,,,22.232631,9.457,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P010,100.01,0.144,low,balanced climate and stress indicators,,45.599,fair,,True,10.208,7.53,4.019,,True,0.0,7.617
28.8,0.887,Greece,llm,10.0,0.0,[],73.312,14312.0,143120.0,7156.0,Greece,2024,38.099041,poor,"Suitability is poor primarily due to extremely low annual rainfall (307.33 mm), far below the 400-700 mm required by most oilseed crops, making severe water stress the strongest limiting factor. The strongest positive is the absence of frost risk and a moderate mean temperature (14.89°C), which are favorable. Operational risks include critical water scarcity necessitating extensive irrigation, potential for wind damage to taller varieties, and managing low soil organic carbon. Mitigation requires robust irrigation systems, drought-tolerant varieties, windbreaks, and soil organic matter enhancement.",35.0,21.210573,14.89,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P012,307.33,0.171,low,balanced climate and stress indicators,,35.0,poor,,True,7.076,7.41,1.457,,True,0.0,12.371
