clay_pct,confidence,country,decision_source,field_hectares_for_land_estimate,frost_risk,hard_violations,humidity_pct,land_buyout_eur_per_ha,land_buyout_field_eur,land_monthly_rent_eur,land_price_matched_region,land_value_data_year,lat,llm_rating,llm_reasoning,llm_score,lon,mean_temp_c,missing_features,nuts_region,open_meteo_history_comparison_lines,open_meteo_history_end_date,open_meteo_history_endpoint,open_meteo_history_error,open_meteo_history_features,open_meteo_history_ok,open_meteo_history_start_date,open_meteo_history_validation_text,open_meteo_history_vs_run_grade,point_id,rainfall_mm,risk_index,risk_level,risk_summary,rules_reasoning,score,score_band,soil_error,soil_ok,soil_organic_carbon_gkg,soil_ph,temp_std_c,weather_error,weather_ok,weather_stress_ratio,wind_speed_10m_kmh
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",69.942,25971.0,259710.0,4674.78,Peloponnisos,2024,37.081147,,,,22.792548,10.705,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,"[""mean_temp_c: run 10.7 \u00b0C vs archive 15.2 \u00b0C (\u0394 4.5)"", ""rainfall_mm: run 260 mm/yr eq. vs archive 749 mm/yr eq. (rel \u0394 65%)"", ""humidity_pct: run 70% vs archive 66% (\u0394 4)"", ""frost_risk: run 0.000 vs archive 0.006 (\u0394 0.006)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 15.165, ""temp_std_c"": 7.855, ""frost_risk"": 0.006, ""rainfall_mm"": 749.116, ""humidity_pct"": 65.838, ""wind_speed_10m_kmh"": 7.728, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 10.7 °C vs archive 15.2 °C (Δ 4.5) rainfall_mm: run 260 mm/yr eq. vs archive 749 mm/yr eq. (rel Δ 65%) humidity_pct: run 70% vs archive 66% (Δ 4) frost_risk: run 0.000 vs archive 0.006 (Δ 0.006),review,P020,259.88,0.142,low,balanced climate and stress indicators,,63.384,good,,True,10.208,7.53,3.372,,True,0.0,7.287
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",72.75,25971.0,259710.0,4674.78,Peloponnisos,2024,37.669494,,,,22.251409,7.713,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P005,222.65,0.142,low,balanced climate and stress indicators,,62.415,good,,True,10.208,7.53,3.573,,True,0.0,7.271
29.4,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",74.425,14687.0,146870.0,2643.66,Thessalia,2024,39.844627,,,,22.24175,10.821,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P002,332.88,0.125,low,balanced climate and stress indicators,,61.553,good,,True,9.628,7.45,3.914,,True,0.0,4.396
28.1,0.817,Greece,rules,10.0,0.0,"[""mean_temp_c""]",75.75,22228.0,222280.0,4001.04,Sterea Elláda,2024,38.46925,,,,22.191646,10.07,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P015,976.74,0.14,low,balanced climate and stress indicators,,60.87,good,,True,10.208,7.53,3.179,,True,0.0,6.983
28.4,0.817,Greece,rules,10.0,0.0,"[""rainfall_mm""]",62.304,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,40.78331,,,,22.618628,12.391,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P019,1975.745,0.151,low,balanced climate and stress indicators,,58.45,fair,,True,6.612,7.03,4.5,,True,0.0,8.867
29.4,0.747,Greece,rules,10.0,0.0,"[""mean_temp_c"", ""rainfall_mm""]",62.908,14687.0,146870.0,2643.66,Thessalia,2024,39.953816,,,,22.508598,7.186,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P011,2290.74,0.132,low,balanced climate and stress indicators,,49.562,fair,,True,6.786,7.08,3.796,,True,0.0,5.529
23.7,0.747,Greece,rules,10.0,0.013,"[""mean_temp_c"", ""rainfall_mm""]",67.796,6869.0,68690.0,1236.42,Dytiki Makedonia,2024,40.853574,,,,21.558954,7.339,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P014,2006.77,0.141,low,balanced climate and stress indicators,,49.562,fair,,True,7.54,7.41,4.616,,True,0.0,6.292
28.4,0.747,Greece,rules,10.0,0.1,"[""mean_temp_c"", ""rainfall_mm""]",60.421,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,41.033686,,,,21.923978,5.545,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,"[""mean_temp_c: run 5.5 \u00b0C vs archive 8.6 \u00b0C (\u0394 3.0)"", ""rainfall_mm: run 2441 mm/yr eq. vs archive 1173 mm/yr eq. (rel \u0394 108%)"", ""humidity_pct: run 60% vs archive 71% (\u0394 11)"", ""frost_risk: run 0.100 vs archive 0.147 (\u0394 0.047)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 8.593, ""temp_std_c"": 8.125, ""frost_risk"": 0.147, ""rainfall_mm"": 1173.295, ""humidity_pct"": 71.013, ""wind_speed_10m_kmh"": 5.881, ""weather_stress_ratio"": 0.01}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 5.5 °C vs archive 8.6 °C (Δ 3.0) rainfall_mm: run 2441 mm/yr eq. vs archive 1173 mm/yr eq. (rel Δ 108%) humidity_pct: run 60% vs archive 71% (Δ 11) frost_risk: run 0.100 vs archive 0.147 (Δ 0.047),review,P016,2441.485,0.187,low,balanced climate and stress indicators,,49.562,fair,,True,6.612,7.03,4.426,,True,0.0,7.812
28.1,0.747,Greece,rules,10.0,0.0,"[""mean_temp_c"", ""rainfall_mm""]",78.479,25971.0,259710.0,4674.78,Peloponnisos,2024,37.377784,,,,22.232631,9.457,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,"[""mean_temp_c: run 9.5 \u00b0C vs archive 14.9 \u00b0C (\u0394 5.4)"", ""rainfall_mm: run 100 mm/yr eq. vs archive 688 mm/yr eq. (rel \u0394 85%)"", ""humidity_pct: run 78% vs archive 71% (\u0394 8)"", ""frost_risk: run 0.000 vs archive 0.017 (\u0394 0.017)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 14.876, ""temp_std_c"": 8.503, ""frost_risk"": 0.017, ""rainfall_mm"": 688.205, ""humidity_pct"": 70.904, ""wind_speed_10m_kmh"": 7.781, ""weather_stress_ratio"": 0.0}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 9.5 °C vs archive 14.9 °C (Δ 5.4) rainfall_mm: run 100 mm/yr eq. vs archive 688 mm/yr eq. (rel Δ 85%) humidity_pct: run 78% vs archive 71% (Δ 8) frost_risk: run 0.000 vs archive 0.017 (Δ 0.017),review,P010,100.01,0.144,low,balanced climate and stress indicators,,45.643,fair,,True,10.208,7.53,4.019,,True,0.0,7.617
28.8,0.887,Greece,llm,10.0,0.0,[],73.312,14312.0,143120.0,2576.16,Greece,2024,38.099041,poor,"The strongest positive factor is the zero frost risk, ensuring a long growing season. However, the strongest limiting factor is critically low rainfall (307.33mm), necessitating extensive and costly irrigation. Mean temperature (14.89°C) is suboptimal, potentially slowing growth. Soil pH (7.41) is alkaline, and clay content (28.8%) is higher than ideal, impacting nutrient availability and drainage. Low organic carbon further limits soil health. Operational risks include high irrigation costs, nutrient management challenges, and potential for reduced yield/quality. Mitigation requires intensive water management, soil amendments, and careful variety selection.",25.0,21.210573,14.89,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,"[""mean_temp_c: run 14.9 \u00b0C vs archive 19.2 \u00b0C (\u0394 4.3)"", ""rainfall_mm: run 307 mm/yr eq. vs archive 857 mm/yr eq. (rel \u0394 64%)"", ""humidity_pct: run 73% vs archive 70% (\u0394 3)"", ""frost_risk: run 0.000 vs archive 0.000 (\u0394 0.000)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 19.238, ""temp_std_c"": 6.712, ""frost_risk"": 0.0, ""rainfall_mm"": 856.751, ""humidity_pct"": 70.38, ""wind_speed_10m_kmh"": 11.196, ""weather_stress_ratio"": 0.0}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 14.9 °C vs archive 19.2 °C (Δ 4.3) rainfall_mm: run 307 mm/yr eq. vs archive 857 mm/yr eq. (rel Δ 64%) humidity_pct: run 73% vs archive 70% (Δ 3) frost_risk: run 0.000 vs archive 0.000 (Δ 0.000),review,P012,307.33,0.171,low,balanced climate and stress indicators,,25.0,poor,,True,7.076,7.41,1.457,,True,0.0,12.371
