clay_pct,confidence,country,decision_source,field_hectares_for_land_estimate,frost_risk,hard_violations,humidity_pct,land_buyout_eur_per_ha,land_buyout_field_eur,land_monthly_rent_eur,land_price_matched_region,land_value_data_year,lat,llm_rating,llm_reasoning,llm_score,lon,mean_temp_c,missing_features,nuts_region,open_meteo_history_comparison_lines,open_meteo_history_end_date,open_meteo_history_endpoint,open_meteo_history_error,open_meteo_history_features,open_meteo_history_ok,open_meteo_history_start_date,open_meteo_history_validation_text,open_meteo_history_vs_run_grade,point_id,rainfall_mm,risk_index,risk_level,risk_summary,rules_reasoning,score,score_band,soil_error,soil_ok,soil_organic_carbon_gkg,soil_ph,temp_std_c,weather_error,weather_ok,weather_stress_ratio,wind_speed_10m_kmh
28.1,0.817,Greece,rules,10.0,0.0,"[""rainfall_mm""]",66.579,25971.0,259710.0,4674.78,Peloponnisos,2024,36.848113,,,,23.013877,13.338,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,"[""mean_temp_c: run 13.3 \u00b0C vs archive 17.0 \u00b0C (\u0394 3.6)"", ""rainfall_mm: run 129 mm/yr eq. vs archive 689 mm/yr eq. (rel \u0394 81%)"", ""humidity_pct: run 67% vs archive 65% (\u0394 1)"", ""frost_risk: run 0.000 vs archive 0.000 (\u0394 0.000)""]",2026-04-04,https://archive-api.open-meteo.com/v1/archive,,"{""mean_temp_c"": 16.969, ""temp_std_c"": 7.785, ""frost_risk"": 0.0, ""rainfall_mm"": 688.571, ""humidity_pct"": 65.454, ""wind_speed_10m_kmh"": 9.615, ""weather_stress_ratio"": 0.001}",True,2023-04-05,Open-Meteo archive (2023-04-05 → 2026-04-04): mean_temp_c: run 13.3 °C vs archive 17.0 °C (Δ 3.6) rainfall_mm: run 129 mm/yr eq. vs archive 689 mm/yr eq. (rel Δ 81%) humidity_pct: run 67% vs archive 65% (Δ 1) frost_risk: run 0.000 vs archive 0.000 (Δ 0.000),review,P019,129.21,0.163,low,balanced climate and stress indicators,,60.316,good,,True,10.208,7.53,2.783,,True,0.0,10.971
28.4,0.817,Greece,rules,10.0,0.0,"[""rainfall_mm""]",59.796,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,40.7563,,,,22.616293,12.488,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P001,1849.455,0.148,low,balanced climate and stress indicators,,58.641,fair,,True,6.612,7.03,4.582,,True,0.0,8.433
28.4,0.817,Greece,rules,10.0,0.0,"[""rainfall_mm""]",60.071,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,40.714949,,,,22.930232,11.963,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P015,1446.495,0.15,low,balanced climate and stress indicators,,57.607,fair,,True,6.612,7.03,4.154,,True,0.0,8.771
27.1,0.747,Greece,rules,10.0,0.058,"[""mean_temp_c"", ""rainfall_mm""]",67.133,24358.0,243580.0,4384.44,Ipeiros,2024,39.780809,,,,21.08311,6.208,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P006,2240.37,0.162,low,balanced climate and stress indicators,,49.562,fair,,True,6.786,7.26,4.331,,True,0.0,6.583
28.4,0.747,Greece,rules,10.0,0.0,"[""mean_temp_c"", ""rainfall_mm""]",59.462,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,40.452674,,,,22.381233,11.399,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P007,1818.43,0.132,low,balanced climate and stress indicators,,49.562,fair,,True,6.612,7.03,4.104,,True,0.0,5.562
23.7,0.747,Greece,rules,10.0,0.025,"[""mean_temp_c"", ""rainfall_mm""]",62.992,6869.0,68690.0,1236.42,Dytiki Makedonia,2024,40.784221,,,,21.520653,7.407,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P009,1995.09,0.148,low,balanced climate and stress indicators,,49.562,fair,,True,7.54,7.41,4.71,,True,0.0,6.646
28.4,0.747,Greece,rules,10.0,0.017,"[""mean_temp_c"", ""rainfall_mm""]",64.233,10969.0,109690.0,1974.42,Kentriki Makedonia,2024,40.961788,,,,22.006209,8.43,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P012,2362.645,0.144,low,balanced climate and stress indicators,,49.562,fair,,True,6.612,7.03,5.193,,True,0.0,6.496
27.1,0.747,Greece,rules,10.0,0.021,"[""mean_temp_c"", ""rainfall_mm""]",62.092,6869.0,68690.0,1236.42,Dytiki Makedonia,2024,40.508562,,,,21.109587,7.834,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P018,2057.505,0.146,low,balanced climate and stress indicators,,49.562,fair,,True,6.786,7.26,5.024,,True,0.0,6.537
35.3,0.747,Greece,rules,10.0,0.013,"[""mean_temp_c"", ""rainfall_mm""]",70.942,9030.0,90300.0,1625.4,"Anatoliki Makedonia, Thraki",2024,41.338648,,,,24.179676,8.117,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P017,1554.17,0.134,low,balanced climate and stress indicators,,49.525,fair,,True,24.766,7.01,4.496,,True,0.0,4.95
26.5,0.887,Greece,llm,10.0,0.0,[],64.692,11191.0,111910.0,2014.38,Ionia Nisia,2024,38.196649,poor,"Crop suitability for tobacco is poor. The strongest positive factor is the zero frost risk, which is crucial for this sensitive crop. However, the mean annual temperature of 14.11°C is significantly below the optimal 20-30°C, severely limiting growth and yield. Annual rainfall (490.56 mm) is also critically low, necessitating full irrigation. Operational risks include insufficient heat units requiring early-maturing varieties or protected cultivation, and high irrigation costs. The slightly alkaline soil pH (7.17) may also cause nutrient deficiencies, requiring soil amendments or foliar feeding.",38.0,20.64902,14.11,"[""soil_moisture_1_3cm"", ""sand_pct"", ""et0_mm""]",,[],2026-04-04,https://archive-api.open-meteo.com/v1/archive,Request failed after retries: HTTP Error 429: Too Many Requests,{},False,2023-04-05,Open-Meteo archive unavailable: Request failed after retries: HTTP Error 429: Too Many Requests,,P010,490.56,0.167,low,balanced climate and stress indicators,,38.0,poor,,True,11.02,7.17,1.9,,True,0.0,11.787
