clay_pct,country,frost_risk,humidity_pct,lat,lon,mean_temp_c,nuts_region,point_id,rainfall_mm,soil_error,soil_ok,soil_organic_carbon_gkg,soil_ph,temp_std_c,weather_error,weather_ok,weather_stress_ratio,wind_speed_10m_kmh
22.9,France,0.0,66.667,47.428004,5.527417,13.311,,P016,137.605,,True,16.646,8.02,4.547,,True,0.0,9.037
17.9,France,0.0,68.067,49.458041,2.338493,11.865,,P017,523.41,,True,17.922,7.95,4.444,,True,0.0,10.55
19.1,France,0.0,65.388,46.762835,0.603967,15.148,,P018,90.885,,True,19.72,7.44,4.792,,True,0.0,9.854
22.9,France,0.0,58.987,45.012059,0.938161,15.882,,P019,45.99,,True,14.906,6.24,5.011,,True,0.0,8.7
16.9,France,0.0,65.721,46.759646,4.943517,13.942,,P020,106.215,,True,19.836,8.2,4.712,,True,0.0,8.575
30.7,France,0.0,57.312,44.23922,5.190129,13.489,,P021,298.935,,True,11.658,7.4,4.746,,True,0.0,7.375
20.9,France,0.0,66.604,47.900231,0.069053,14.219,,P022,76.65,,True,16.936,8.08,4.787,,True,0.0,10.567
25.7,France,0.0,64.929,44.894196,-1.178303,16.126,,P023,32.85,,True,13.282,6.52,3.771,,True,0.0,10.775
23.5,France,0.0,64.404,47.498047,1.64107,14.539,,P024,324.85,,True,16.646,7.9,5.052,,True,0.0,9.371
20.9,France,0.0,69.579,48.33252,-0.323173,12.994,,P025,85.775,,True,16.936,8.08,4.502,,True,0.0,11.504
23.1,France,0.0,65.883,46.596721,1.054181,15.148,,P026,180.675,,True,18.154,7.69,4.8,,True,0.0,9.196
24.5,France,0.0,68.067,47.097125,-1.487878,14.77,,P027,22.265,,True,12.76,6.3,4.504,,True,0.0,11.071
27.9,France,0.0,63.096,44.584259,0.508359,16.078,,P028,12.045,,True,12.354,6.55,4.791,,True,0.0,9.912
32.3,France,0.0,58.396,43.00864,-0.66095,11.719,,P029,569.035,,True,14.152,6.97,4.555,,True,0.0,5.958
17.9,France,0.0,70.196,49.775841,1.722303,11.517,,P030,410.26,,True,17.922,7.95,4.275,,True,0.0,11.808
30.7,France,0.0,58.454,44.145477,3.890313,14.118,,P031,166.44,,True,11.658,7.4,4.917,,True,0.0,7.296
24.5,France,0.0,69.112,46.86267,-1.879482,14.728,,P032,50.005,,True,12.76,6.3,4.041,,True,0.0,12.012
25.7,France,0.0,62.683,45.921483,5.313838,14.541,,P033,461.725,,True,16.008,6.9,4.514,,True,0.0,7.646
28.9,France,0.0,63.075,44.446153,6.085513,11.751,,P034,718.685,,True,14.326,6.44,4.991,,True,0.0,4.925
22.9,France,0.0,65.862,47.770151,5.908534,12.625,,P035,281.415,,True,16.646,8.02,4.559,,True,0.0,8.5
22.9,France,0.0,60.442,44.901579,1.081524,15.874,,P036,43.8,,True,14.906,6.24,5.141,,True,0.0,8.6
32.3,France,0.0,57.892,42.725511,1.048492,6.445,,P037,372.3,,True,14.152,6.97,3.865,,True,0.0,5.0
22.9,France,0.0,66.287,48.682788,4.675835,12.342,,P038,287.62,,True,16.646,8.02,4.477,,True,0.0,10.392
17.9,France,0.0,66.929,48.502212,2.123525,12.902,,P039,508.81,,True,17.922,7.95,4.628,,True,0.0,10.871
22.9,France,0.0,63.862,49.281994,5.874848,10.636,,P040,278.13,,True,16.646,8.02,4.102,,True,0.0,11.596
28.9,France,0.163,58.633,44.416112,6.746814,3.954,,P041,1154.13,,True,14.326,6.44,4.127,,True,0.0,4.675
22.9,France,0.0,63.517,49.19155,4.96958,11.321,,P042,252.58,,True,16.646,8.02,4.373,,True,0.0,11.733
30.7,France,0.0,56.954,43.730945,5.192695,14.934,,P043,51.465,,True,11.658,7.4,4.696,,True,0.0,8.75
20.9,France,0.0,69.379,48.546064,-0.459453,12.707,,P044,90.52,,True,16.936,8.08,4.58,,True,0.0,10.842
17.9,France,0.0,63.417,46.009319,2.480736,13.11,,P045,378.505,,True,16.82,8.01,4.895,,True,0.0,8.375
28.9,France,0.312,53.758,44.497994,6.818195,1.845,,P046,1323.855,,True,14.326,6.44,3.597,,True,0.0,4.433
20.9,France,0.0,70.571,49.507213,0.115093,12.557,,P047,181.405,,True,16.936,8.08,3.127,,True,0.0,13.433
17.9,France,0.0,59.792,45.465519,4.081001,12.893,,P048,126.29,,True,16.82,8.01,4.764,,True,0.0,7.833
27.6,France,0.0,61.992,45.285745,-0.436003,16.381,,P049,39.42,,True,14.964,6.25,4.783,,True,0.0,10.008
22.9,France,0.0,67.175,47.679927,2.585007,13.802,,P050,366.825,,True,16.646,8.02,4.747,,True,0.0,9.779
